Nose,Neck,Right_Shoulder,Right_Elbow,Right_Wrist,Left_Shoulder,Left_Elbow,Left_Wrist,Right_Hip,Right_Knee,Right_Ankle,Left_Hip,Left_Knee,Left_Ankle,Right_Eye,Left_Eye,Right_Ear,Left_Ear
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=222.24176025390625, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=227.86813354492188, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=261.5625)","Coordinate(x=244.74725341796875, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=227.86813354492188, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=261.5625)","Coordinate(x=244.74725341796875, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=227.86813354492188, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=261.5625)","Coordinate(x=244.74725341796875, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=267.1875)","Coordinate(x=222.24176025390625, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=222.24176025390625, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=261.5625)","Coordinate(x=239.12088012695312, y=267.1875)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=267.1875)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=222.24176025390625, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=222.24176025390625, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=267.1875)","Coordinate(x=239.12088012695312, y=267.1875)","Coordinate(x=210.989013671875, y=267.1875)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=278.4375)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=267.1875)","Coordinate(x=239.12088012695312, y=267.1875)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=272.8125)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=261.5625)","Coordinate(x=239.12088012695312, y=267.1875)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=267.1875)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=222.24176025390625, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=267.1875)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=419.0625)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=222.24176025390625, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=267.1875)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=222.24176025390625, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=267.1875)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=222.24176025390625, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=222.24176025390625, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=222.24176025390625, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=267.1875)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=222.24176025390625, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=261.5625)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=278.4375)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=222.24176025390625, y=267.1875)","Coordinate(x=239.12088012695312, y=267.1875)","Coordinate(x=210.989013671875, y=267.1875)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=222.24176025390625, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=413.4375)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=222.24176025390625, y=261.5625)","Coordinate(x=239.12088012695312, y=267.1875)","Coordinate(x=210.989013671875, y=267.1875)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=222.24176025390625, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=222.24176025390625, y=261.5625)","Coordinate(x=239.12088012695312, y=261.5625)","Coordinate(x=210.989013671875, y=267.1875)","Coordinate(x=250.37362670898438, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=227.86813354492188, y=312.1875)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=295.3846130371094, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=227.86813354492188, y=267.1875)","Coordinate(x=239.12088012695312, y=267.1875)","Coordinate(x=210.989013671875, y=267.1875)","Coordinate(x=244.74725341796875, y=267.1875)"
"Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=222.24176025390625, y=306.5625)","Coordinate(x=182.85714721679688, y=306.5625)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=165.97802734375, y=419.0625)","Coordinate(x=267.25274658203125, y=306.5625)","Coordinate(x=284.1318664550781, y=362.8125)","Coordinate(x=289.75823974609375, y=413.4375)","Coordinate(x=199.73626708984375, y=413.4375)","Coordinate(x=199.73626708984375, y=503.4375)","Coordinate(x=194.10989379882812, y=593.4375)","Coordinate(x=256.0, y=419.0625)","Coordinate(x=261.6263732910156, y=503.4375)","Coordinate(x=278.5054931640625, y=582.1875)","Coordinate(x=222.24176025390625, y=267.1875)","Coordinate(x=239.12088012695312, y=267.1875)","Coordinate(x=210.989013671875, y=267.1875)","Coordinate(x=250.37362670898438, y=272.8125)"
